Roll,PCode,Semester,Year,Preference,Confirmed
1851165,AEIE4222,8,2022,5,0
1851165,ECEN4223,8,2022,3,0
1851165,ECEN4221,8,2022,4,0
1851165,HMTS4222,8,2022,8,0
1851211,BIOT4221,8,2022,8,0
1851211,BIOT4222,8,2022,1,0
1851211,BIOT4223,8,2022,7,0
1851211,CHEN4222,8,2022,2,0
1851211,AEIE4222,8,2022,6,0
1851211,ECEN4223,8,2022,3,0
1851211,ECEN4221,8,2022,4,0
1851211,HMTS4222,8,2022,5,0
1851215,BIOT4221,8,2022,5,0
1851215,BIOT4222,8,2022,1,0
1851215,BIOT4223,8,2022,6,0
1851215,CHEN4222,8,2022,2,0
1851215,AEIE4222,8,2022,7,0
1851215,ECEN4223,8,2022,3,0
1851215,ECEN4221,8,2022,4,0
1851215,HMTS4222,8,2022,8,0
1851074,BIOT4221,8,2022,8,0
1851074,BIOT4222,8,2022,1,0
1851074,BIOT4223,8,2022,7,0
1851074,CHEN4222,8,2022,2,0
1851074,AEIE4222,8,2022,6,0
1851074,ECEN4223,8,2022,5,0
1851074,ECEN4221,8,2022,4,0
1851074,HMTS4222,8,2022,3,0
1851022,BIOT4221,8,2022,7,0
1851022,BIOT4222,8,2022,2,0
1851022,BIOT4223,8,2022,8,0
1851022,CHEN4222,8,2022,3,0
1851022,AEIE4222,8,2022,5,0
1851022,ECEN4223,8,2022,6,0
1851022,ECEN4221,8,2022,4,0
1851022,HMTS4222,8,2022,1,0
1851214,BIOT4221,8,2022,8,0
1851214,BIOT4222,8,2022,3,0
1851214,BIOT4223,8,2022,7,0
1851214,CHEN4222,8,2022,2,0
1851214,AEIE4222,8,2022,6,0
1851214,ECEN4223,8,2022,1,0
1851214,ECEN4221,8,2022,5,0
1851214,HMTS4222,8,2022,4,0
1851225,BIOT4221,8,2022,2,0
1851225,BIOT4222,8,2022,3,0
1851225,BIOT4223,8,2022,4,0
1851225,CHEN4222,8,2022,7,0
1851225,AEIE4222,8,2022,6,0
1851225,ECEN4223,8,2022,1,0
1851225,ECEN4221,8,2022,5,0
1851225,HMTS4222,8,2022,8,0
1851027,BIOT4221,8,2022,8,0
1851027,BIOT4222,8,2022,3,0
1851027,BIOT4223,8,2022,6,0
1851027,CHEN4222,8,2022,2,0
1851027,AEIE4222,8,2022,7,0
1851027,ECEN4223,8,2022,1,0
1851027,ECEN4221,8,2022,5,0
1851027,HMTS4222,8,2022,4,0
1851028,BIOT4221,8,2022,6,0
1851028,BIOT4222,8,2022,1,0
1851028,BIOT4223,8,2022,7,0
1851028,CHEN4222,8,2022,3,0
1851028,AEIE4222,8,2022,4,0
1851028,ECEN4223,8,2022,2,0
1851028,ECEN4221,8,2022,5,0
1851028,HMTS4222,8,2022,8,0
1851014,BIOT4221,8,2022,7,0
1851014,BIOT4222,8,2022,2,0
1851014,BIOT4223,8,2022,6,0
1851014,CHEN4222,8,2022,1,0
1851014,AEIE4222,8,2022,8,0
1851014,ECEN4223,8,2022,3,0
1851014,ECEN4221,8,2022,5,0
1851014,HMTS4222,8,2022,4,0
1851029,BIOT4221,8,2022,7,0
1851029,BIOT4222,8,2022,2,0
1851029,BIOT4223,8,2022,6,0
1851029,CHEN4222,8,2022,1,0
1851029,AEIE4222,8,2022,8,0
1851029,ECEN4223,8,2022,3,0
1851029,ECEN4221,8,2022,5,0
1851029,HMTS4222,8,2022,4,0
1851003,BIOT4221,8,2022,6,0
1851003,BIOT4222,8,2022,1,0
1851003,BIOT4223,8,2022,3,0
1851003,CHEN4222,8,2022,2,0
1851003,AEIE4222,8,2022,7,0
1851003,ECEN4223,8,2022,4,0
1851003,ECEN4221,8,2022,5,0
1851003,HMTS4222,8,2022,8,0
1851080,BIOT4221,8,2022,6,0
1851080,BIOT4222,8,2022,1,0
1851080,BIOT4223,8,2022,3,0
1851080,CHEN4222,8,2022,2,0
1851080,AEIE4222,8,2022,7,0
1851080,ECEN4223,8,2022,4,0
1851080,ECEN4221,8,2022,5,0
1851080,HMTS4222,8,2022,8,0
1851021,BIOT4221,8,2022,6,0
1851021,BIOT4222,8,2022,2,0
1851021,BIOT4223,8,2022,7,0
1851021,CHEN4222,8,2022,3,0
1851021,AEIE4222,8,2022,8,0
1851021,ECEN4223,8,2022,4,0
1851021,ECEN4221,8,2022,5,0
1851021,HMTS4222,8,2022,1,0
1851246,BIOT4221,8,2022,4,0
1851246,BIOT4222,8,2022,1,0
1851246,BIOT4223,8,2022,2,0
1851246,CHEN4222,8,2022,8,0
1851246,AEIE4222,8,2022,3,0
1851246,ECEN4223,8,2022,6,0
1851246,ECEN4221,8,2022,5,0
1851246,HMTS4222,8,2022,7,0
1851033,BIOT4221,8,2022,1,0
1851033,BIOT4222,8,2022,2,0
1851033,BIOT4223,8,2022,3,0
1851033,CHEN4222,8,2022,7,0
1851033,AEIE4222,8,2022,4,0
1851033,ECEN4223,8,2022,6,0
1851033,ECEN4221,8,2022,5,0
1851033,HMTS4222,8,2022,8,0
1851229,BIOT4221,8,2022,8,0
1851229,BIOT4222,8,2022,2,0
1851229,BIOT4223,8,2022,3,0
1851229,CHEN4222,8,2022,4,0
1851229,AEIE4222,8,2022,7,0
1851229,ECEN4223,8,2022,6,0
1851229,ECEN4221,8,2022,5,0
1851229,HMTS4222,8,2022,1,0
1851043,BIOT4221,8,2022,7,0
1851043,BIOT4222,8,2022,2,0
1851043,BIOT4223,8,2022,3,0
1851043,CHEN4222,8,2022,4,0
1851043,AEIE4222,8,2022,6,0
1851043,ECEN4223,8,2022,8,0
1851043,ECEN4221,8,2022,5,0
1851043,HMTS4222,8,2022,1,0
